T,TM,Tm,SLP,H,visi,V,CO,NO_2,O_3,PM.2.5,PM10,SO_2
32.4,40.6,23.2,1005.2,45,2.7,8.9,0.819999993,101.6999969,46.65000153,40,6.099999905,10.44999981
30,36.4,21.4,1007.2,60,2.6,4.1,0.620000005,72.06999969,66.41999817,48,22.72999954,7.21999979
31.8,38.8,24,1004.8,54,1.9,2.6,0.419999987,65.51000214,81.18000031,103,5,5.619999886
33.6,40.6,25.6,1001.3,47,2.6,3.9,0.939999998,86.87000275,58.40000153,119,5,11.47000027
35.3,43.7,26.3,999.2,43,2.7,4.4,1.200000048,99.63999939,40.20000076,124,8.170000076,9.970000267
33.9,43.7,29.1,999.4,48,1.8,7.8,1.629999995,130.1000061,29.37000084,143,53.33000183,15.10000038
34.6,42.8,25,999.6,46,1.8,6.3,0.379999995,56.27000046,76.01000214,143,4.590000153,18.70000076
32.9,41.6,25.6,1003,44,2.9,17.4,0.949999988,46.95000076,86.48999786,44,7.980000019,12.65999985
32.8,39.9,25,1003.3,48,2.6,4.6,0.569999993,60.63000107,48.83000183,71.95833333,5.369999886,7.03000021
34.8,41.7,26.5,1000,40,2.6,6.5,1.690000057,114,30.70999908,17.5,6.920000076,21.88999939
35.3,43.4,26,998,39,1.8,7.2,0.479999989,51.97999954,77.26999664,87,5,4.090000153
36.9,44.7,27.7,996.1,34,2.6,8.5,0.620000005,57.86000061,86,84,39.52999878,7.239999771
37.4,45,29.4,995.1,36,2.3,10.2,0.479999989,67.84999847,50.58000183,85.54166667,19.27000046,3.609999895
38.5,44.9,30.8,994,31,1.9,13.1,0.430000007,67.76999664,80.91999817,101,5,8.600000381
37.8,45.1,28.6,993.3,34,1.9,6.7,0.419999987,28.21999931,76.30000305,76,9.920000076,7.579999924
37.9,45.5,30.1,993.1,38,1.9,5.9,0.409999996,77.12999725,65.97000122,84.33333333,7.349999905,3.519999981
37.3,45.5,28.1,994.8,28,1.9,12,0.400000006,60.04999924,75.58999634,84,5,10.03999996
37.5,43.6,31.2,995.7,31,2.3,14.8,0.709999979,74.02999878,63.34999847,83,4.369999886,12.65999985
33,43.6,28.4,997.1,49,1.9,24.3,0.970000029,46.63999939,85.76000214,55,5,8.829999924
30.3,41.1,22.7,997.7,62,2.6,16.7,0.310000002,33.84000015,82.95999908,48,7.710000038,9.970000267
30.5,37.1,25.5,997.3,73,2.6,6.5,0.519999981,4.690000057,107.5999985,64.45833333,21.46999931,9.630000114
33.9,40.6,28,997,59,2.1,8.1,0.219999999,29.04999924,82.01000214,80.54166667,57.61999893,24.78000069
36.4,41.2,30.6,995.5,50,2.7,10.9,0.720000029,67.56999969,66.16000366,58.08333333,14.02999973,10.52999973
36.8,43.3,31.2,994.2,48,2.6,15.9,1.730000019,134.3000031,15.82999992,49.95833333,48.5,13.39999962
34.4,43.3,29.2,994.3,61,1.9,10.9,0.680000007,91.91000366,49.84999847,101.7083333,13.52000046,8.710000038
35.6,41.4,28.4,993.2,55,1.9,10.9,0.540000021,78.55000305,54.36999893,65.41666667,20.38999939,6.739999771
37.9,43,31,991.5,44,2.3,17.8,0.379999995,56.86999893,77.90000153,54.66666667,19.60000038,4.900000095
36.9,41.7,32.7,994,49,1.9,9.8,0.889999986,103.3000031,44.16999817,78,16.73999977,11.59000015
34.5,41.7,30.3,996.3,55,1.9,4.4,1.080000043,93.08000183,44.34999847,73,20.61000061,9.229999542
32.7,38.8,29.4,995.9,56,1.9,6.3,1.340000033,133.8000031,25.17000008,58,43.40000153,12.68999958
33.1,39,26.5,995.4,54,2.3,10.2,0.370000005,56.02000046,70.98000336,61,26.48999977,8.449999809
33.3,39,25.3,997.7,56,1.9,9.8,1.039999962,53.20999908,80.20999908,49,11.98999977,11.96000004
32.4,38.1,23.5,1000.8,66,1.9,3.3,0.639999986,73.22000122,40.49000168,65.875,15.60000038,7.460000038
34.7,39.9,28.8,1001.5,55,1.9,9.4,1.49000001,106.9000015,33.58000183,72.41666667,25.53000069,19.06999969
34.7,39.9,29,999.4,57,1.9,5.9,0.620000005,68.29000092,62.79999924,71,18.81999969,3.940000057
33.1,39.7,26,997.7,63,1.9,9.6,0.649999976,69.83999634,70.04000092,74,37.68999863,6.760000229
32.2,39.7,25.2,997.6,72,1.9,3.1,0.620000005,91.08000183,35.29999924,107.1666667,36.59000015,4.239999771
31.2,35.2,27,1000.9,71,1.9,6.3,0.540000021,55.75999832,77.58999634,184.6666667,6.71999979,6.949999809
29.5,36.6,25.5,1000.9,76,1.8,5.7,0.419999987,31.87000084,71.09999847,113.3333333,56.36999893,8.029999733
28.9,36.6,26.1,998.4,80,1.9,5.2,0.519999981,113.0999985,34.40999985,146.2083333,23.95000076,4.199999809
32.5,36.8,26,996.8,68,1.8,4.1,0.419999987,65.41000366,70.27999878,65.375,18.59000015,8.5
34,38.6,29,998.8,60,1.9,4.6,0.720000029,75.01000214,60.02000046,111.0416667,6.309999943,10.89000034
30.8,38.6,28.4,1000.4,66,1.9,4.3,0.870000005,47.52000046,81.75,111.125,15.89999962,7.5
34,38.8,26.8,998.1,55,1.9,5.6,0.330000013,37.68999863,78.27999878,112.2916667,5.150000095,7.900000095
34.9,40.3,28.6,996.8,48,1.9,9.6,0.560000002,7.590000153,100.5,60.625,32.13999939,9.350000381
35.9,40.5,29.6,996.3,46,1.9,13.7,0.300000012,45.41999817,70.84999847,71,44.18999863,21.75
36,41.3,30,996.8,46,1.9,11.3,0.730000019,73.47000122,58.68000031,57.04166667,23.65999985,9.31000042
36.7,42,30.1,996.2,45,2.7,8.9,1.789999962,134.1000061,11.26000023,67.41666667,65.27999878,15.03999996
36.4,42.3,30.5,996.1,54,1.9,4.3,0.629999995,96.13999939,35.83000183,132.7083333,28.90999985,8.130000114
33.3,42.3,29.2,997.8,69,1.9,5.2,0.400000006,72.93000031,50.81000137,153.4166667,29.67000008,6.300000191
32.4,40.2,25.9,997.2,74,1.9,6.7,0.379999995,67.15000153,56.91999817,134.9583333,29.97999954,5.039999962
33.2,39,28.5,996.2,68,1.9,8.9,0.800000012,104.4000015,33.79000092,81.125,50.99000168,11.02999973
32.6,39,27.9,997.2,70,1.9,10.4,1.00999999,97.58999634,30.54000092,197.6666667,33.79000092,8.93999958
30.8,36.8,26.4,995.9,77,1.9,6.7,0.949999988,114.6999969,30.97999954,160.75,40.47000122,9.93999958
27.3,36.8,24.6,994.9,88,1.9,2.6,0.360000014,52.90000153,62.93000031,29.125,31.81999969,7.309999943
29.8,33.6,25.4,995.1,76,1.9,6.3,0.910000026,55.50999832,70.23000336,52.25,17.48999977,11.18000031
30.8,34.6,26.5,996.6,74,1.9,6.3,0.550000012,63.63000107,42.38999939,160.375,21.75,5.559999943
32.1,35.8,27.2,996.1,71,1.9,4.6,1.5,102.3000031,28.67000008,99.375,31,18.55999947
31.7,36.3,29.4,997,75,1.9,7.2,0.670000017,70.94000244,53.00999832,123.875,28.30999947,3.799999952
30.7,34.1,28.2,997.8,77,1.9,8.1,0.479999989,61.74000168,67.91999817,131.4166667,39.40999985,6.309999943
30.7,34,27,998.7,70,1.9,12,0.579999983,85.02999878,32.45999908,53.875,38.38000107,3.789999962
30.7,33.9,26.5,1000.8,70,1.9,10,0.540000021,76.69999695,64.98000336,31,29.70999908,6.650000095
32.5,37.5,27.6,1001.9,67,1.9,7.2,0.400000006,32.49000168,64.13999939,47,45.5,6.949999809
31.7,37.5,28.1,1002.1,71,1.9,2.4,0.50999999,121,26.39999962,38,29.39999962,4.46999979
30.2,37.4,27.7,999.3,80,1.6,4.3,0.400000006,65.30000305,62.77999878,42,19.53000069,8.369999886
30.3,34.9,25.8,999.4,76,1.9,5.7,0.540000021,68.76999664,56.68999863,35,12.77999973,9.569999695
31.9,36.5,26.6,999.6,72,1.9,4.1,0.949999988,61.56000137,62.68999863,43,26.06999969,7.980000019
32.5,36.5,28.2,999.9,71,1.9,7.8,0.319999993,38.91999817,70.40000153,35,9.630000114,7.789999962
33.3,37.7,28.1,998,66,1.9,6.5,0.569999993,11.89999962,88.23999786,25.08333333,33.16999817,9.159999847
30.3,35.3,28.4,996.9,81,1.9,0.9,0.370000005,64.19999695,49.63999939,45,56.81000137,21.70000076
31.4,36.6,27,995.3,72,1.9,5.7,0.680000007,74.77999878,50.15999985,33,31.5,8.850000381
30.5,36.6,27.8,996.1,75,1.9,5.2,1.340000033,113.5,14.47000027,31,62.22999954,10.90999985
29.8,35.4,26.8,997.5,82,1.4,1.9,0.379999995,74.55999756,44.33000183,69,47.72999954,7.710000038
32.6,35.5,30,996.3,67,1.9,7.4,0.25,46.81000137,66,62,33.70999908,6.110000134
31,34,29,996.8,71,1.9,5.6,0.280000001,56.91999817,66.22000122,26,86.30999756,4.920000076
30.9,35,27.6,998.4,73,1.9,5.9,0.479999989,73.56999969,46.09999847,30,89.43000031,9.659999847
30.9,35.4,27,1000.3,75,1.9,4.8,0.790000021,79.94000244,39.90999985,29,64.47000122,7.579999924
28.8,32.5,27.6,1000.8,88,1.9,3.5,0.680000007,89.01999664,41.27000046,47,45.86000061,7.329999924
31,36,25,999.8,76,1.6,3,0.289999992,41.43999863,63.13999939,48,65.48000336,7.880000114
32.1,36.6,27.6,998.6,65,1.9,8.3,0.569999993,37.72999954,75.61000061,37.125,44.40999985,9.949999809
32,36.6,27,998.1,63,2.3,20.7,0.300000012,41.36999893,49.75,23,55.68000031,4.980000019
30.5,36.2,25.4,997.3,65,2.3,18.5,0.829999983,68.91999817,46.40999985,22,71.29000092,15.14999962
31.2,35.7,27.6,999,62,1.9,14.6,0.430000007,45.38000107,64.91999817,25,71.41000366,3.349999905
30.6,35.2,26.2,1002.9,67,1.9,6.9,0.49000001,48.58000183,71.54000092,32,52.36999893,6.440000057
31.3,36.3,25.8,1003.1,60,2.3,7.2,0.449999988,68.15000153,36.65000153,31,68.47000122,2.480000019
31.8,36.4,27,1005.3,63,1.9,5.6,0.419999987,46.81999969,69.20999908,56,75.41999817,6.869999886
33,37,27,1004.8,59,1.9,6.9,0.270000011,22.44000053,65.25,66,80.20999908,6.900000095
33.3,38.4,28,1002.5,54,1.9,8.9,0.449999988,109.8000031,33.61000061,64,42.24000168,3.619999886
32.6,38.4,28,1001.3,51,1.9,10.9,0.319999993,59.5,58.43999863,47,60.04000092,7.769999981
32.9,38.1,26.4,1002.5,54,2.3,8.5,0.389999986,49.20000076,63.13999939,48,53.97999954,9.989999771
33.1,38.2,27.5,1003.2,53,1.9,9.3,0.810000002,42.25,69.29000092,51,64.38999939,7.639999866
33.2,38.2,28,1003,53,2.7,11.3,0.330000013,30.61000061,69.77999878,43,51.36000061,7.849999905
33.7,39.1,27.5,1002.6,53,2.7,7.8,0.469999999,8.659999847,85.05999756,33.5,53.15000153,9.31000042
34.1,39.4,29,1001.5,49,3.1,10,0.209999993,32.61000061,66.68000031,43,41.68000031,20.73999977
34.1,39.4,27.5,1001.1,53,2.9,8,0.49000001,55.99000168,56.81000137,38,60.88999939,8.050000191
29.7,38.2,27.2,1003.9,73,2.3,6.7,1.110000014,109.6999969,12.71000004,29.16666667,52.95000076,10.1
30.4,37.2,26,1003.5,75,1.9,3.7,0.340000004,55.90000153,56.95000076,37.375,31.84000015,7.070000172
28.7,34.8,23.7,1002.5,82,1.9,4.3,0.25999999,51.63000107,57.61000061,60,42.83000183,5.909999847
27.5,34.8,25,1001,89,1.9,4.3,0.270000011,49.27999878,63.90999985,49,43.27999878,4.909999847
29.5,35.3,24.6,1001.1,71,2.3,10.9,0.439999998,67.05000305,45.86000061,19,53.77999878,9.539999962
29.4,35.3,26.3,1001.7,76,2.6,10.4,0.670000017,64.79000092,48.97000122,22,44.45999908,6.309999943
28.5,33.2,26,1001.3,82,1.9,15,0.610000014,76.58000183,48.29000092,24.29166667,40.88000107,6.889999866
27.8,33.2,25,1000.3,85,2.1,9.3,0.25999999,33.97999954,69.91999817,25,40.31000137,7.5
26.6,32.5,24.6,1000.1,89,1.9,8.3,0.819999993,63.75,50.34000015,23.41666667,35.45999908,12.68000031
28.6,32.2,23.6,1002.5,81,1.9,2,0.529999971,56.25999832,35.61000061,47,42.29999924,6.230000019
30.9,34.7,25.7,1003.5,73,1.9,1.3,0.879999995,70.34999847,41.34000015,74,52.95000076,15.61999989
31.2,36,26.4,1003.3,72,1.9,3.5,0.219999999,34.25,69.87999725,41,36.40000153,2.920000076
30.8,36,26.8,1002.5,76,1.9,1.9,0.209999993,35.18000031,80.33999634,50,43.09000015,5.909999847
28.7,36,26.6,1003.3,82,1.9,4.8,0.589999974,81.87999725,24.64999962,44,54.93000031,3.74000001
26.5,29.1,25.2,1005.7,89,1.1,3.5,0.400000006,31.95999908,63.65000153,66,39.75999832,7.019999981
28.5,33.6,23,1005.1,77,1.9,1.7,0.209999993,18.67000008,67.40000153,62,53.58000183,7.239999771
29.3,34.1,23.5,1004.1,73,1.8,4.3,0.310000002,92.75,46.36000061,58,38.40000153,2.859999895
29,34.8,24.6,1004.3,71,1.9,6.7,0.25999999,39.27000046,70.83000183,57,36.81000137,7.489999771
29.8,34.9,22.5,1004.2,68,2.6,6.7,0.310000002,38.75,67.86000061,38,26.45999908,9.199999809
30.6,34.9,26,1002.4,70,1.9,6.3,0.769999981,22.06999969,84.37000275,57,38.52999878,7.550000191
30.6,35.5,25.6,1002.1,67,2.7,7.4,0.25999999,26.85000038,67.94000244,50,22.75,7.71999979
30.5,35.7,25.2,1003.8,67,1.9,6.7,0.479999989,10.77999973,79.26000214,50,42.91999817,9.600000381
31,36.3,25.3,1003.5,62,3.1,4.3,0.170000002,32.54999924,59.18000031,47,54.04999924,19.93000031
31,36.3,26,1002.8,61,2.3,4.4,0.449999988,50.61999893,57.09000015,56,41.58000183,8.3
30.4,36.2,25.2,1003.6,61,2.6,5.6,0.709999979,95.19000244,17.40999985,54,45.34999847,7.840000153
30.6,36,25,1004.5,57,2.6,13.3,0.150000006,44.52999878,57.47000122,42,38.72999954,6.650000095
30.8,35.7,26,1004,54,3.7,11.1,0.170000002,38.40000153,66.68000031,41,46.00999832,5.829999924
29.6,36,24.4,1006.3,59,2.6,8.1,0.219999999,42.11999893,71.86000061,42.375,46.09000015,4.829999924
30,35.8,24.2,1007.7,58,2.6,9.6,0.310000002,33.20999908,68.33999634,45,63.38000107,8.970000267
30.1,35.7,24,1008.1,57,2.4,5.7,0.810000002,71.58000183,39.70999908,52,51.68000031,7.130000114
30.7,36.3,25.4,1009.2,54,3.1,8.9,0.479999989,62.59999847,54.63000107,43,38.27000046,5.860000134
30.4,36.3,25.1,1009.6,55,2.7,7.2,0.25999999,37.43999863,64.48000336,41,46.43999863,7.760000229
30.4,36.4,24.9,1009.1,55,2.9,7.4,0.330000013,34.65999985,70.76000214,44,39.75999832,10.43999958
30.6,37.2,24,1009.4,55,2.4,6.7,0.119999997,24.01000023,56.27000046,49,44.11000061,4.559999943
31,36.9,24.3,1010.1,54,3.1,3.1,0.529999971,43.47000122,59.24000168,41.95833333,42.88999939,13.80000019
30.9,37.2,24.5,1008.3,65,1.6,1.1,0.209999993,29.54999924,69.66999817,45.75,41.00999832,3.210000038
29.6,35.2,24.9,1009.9,59,1.9,3,0.129999995,30.42000008,81.83999634,70,43.34999847,5.800000191
27.6,34.6,22.2,1010,56,2.3,3.3,0.209999993,28.72999954,56.18999863,51,70.37000275,1.330000043
27,34.6,20.3,1008.7,62,1.9,3.1,0.289999992,29.81999969,76.48999786,66.75,51.27000046,6.840000153
25.7,34,19.8,1008.5,62,1.4,4.3,0.180000007,15.35999966,67.04000092,39.95833333,54.95999908,6.949999809
24.4,33.6,21.4,1011,75,1.9,5.4,0.280000001,75.41000366,52.09999847,11.58333333,37.54000092,2.619999886
24.5,30.4,19.6,1014.8,73,2.1,3.1,0.230000004,33.36999893,72.37000275,13,38.16999817,7.380000114
23.2,30.6,16.2,1014.1,62,2.6,4.8,0.330000013,39.18999863,65.45999908,7.875,30.84000015,10.89000034
24.9,31.6,15.6,1013.8,53,1.6,3.1,0.75,24.82999992,78.86000061,33.54166667,39.54999924,7.860000134
24.1,31.6,16.5,1012.8,60,1.6,2.6,0.209999993,20.53000069,71.98000336,151,33.27000046,7.630000114
23.8,31.5,16.5,1012.5,61,1.4,4.3,0.439999998,7.650000095,78.98000336,156,41.06000137,9.640000343
24.7,32.3,16.6,1013.3,60,1.8,4.4,0.159999996,28.54999924,53.88999939,156,40.93000031,18.80999947
25.4,33.3,18,1014.5,60,1.4,2,0.330000013,38.72000122,63.11999893,151.7916667,44.72999954,7.510000229
25.7,34.3,18,1014.5,67,1.1,0.4,0.670000017,84.98000336,21.89999962,181,51.91999817,7.039999962
25.3,34.3,18.2,1012.8,69,1,0.9,0.140000001,54.90999985,43.25999832,219.9583333,40.77000046,6.920000076
25.5,33.2,19,1011.8,72,1.3,1.9,0.119999997,30.56999969,74.19000244,231,46,6.449999809
25.4,33.1,18.6,1012.3,71,1,0.9,0.180000007,36.15000153,76.11000061,252,69.94000244,5.210000038
25.1,32.3,19.4,1014.9,69,1.4,2,0.209999993,21.03000069,74.62999725,119,66.11000061,9.050000191
24.9,32.6,19.5,1013.7,67,1.4,1.9,0.449999988,46.22999954,61.68999863,126,59.38000107,4.420000076
25,32.6,17.9,1011.9,69,1,2.6,0.340000004,44.70999908,66.26000214,172,40.47999954,5.460000038
24.9,31.7,19.8,1012.3,70,1.1,1.7,0.25,39.56000137,58.59999847,207,43,8.579999924
24,32.1,17.8,1012.2,64,1.1,1.9,0.109999999,17.94000053,81.86000061,230,41.56000137,10
23.2,32.1,16,1013.7,62,1,3.7,0.02,16.04999924,58.00999832,232,43.06000137,4.170000076
22.5,29.3,16.6,1014,57,1.3,5.4,0.50999999,53.90999985,51.75999832,215,64.48999786,15.96000004
22.7,31.1,15.8,1014.5,54,1.4,7.2,0.079999998,26.42000008,70.52999878,239,42.90999985,3.279999971
23.4,31.2,15,1013.4,58,1.1,4.1,0.029999999,27.95999908,77.33000183,196,38.79000092,5.960000038
23.7,31.8,16.8,1012.3,60,1.4,3.9,0.119999997,16.12000084,62.97000122,206,48.15000153,1.50999999
22.8,31.8,17,1012.6,62,1.1,4.6,0.219999999,37.97999954,77.48000336,235,71,6.869999886
23.2,30.6,16.4,1011.6,61,1.4,6.3,0.159999996,12.56000042,69.13999939,199,63.56999969,7.420000076
23.9,31.7,16.6,1012.9,69,1,2.4,0.159999996,45.36000061,74.08999634,232,39.43000031,2.519999981
24,32.1,17.1,1014.6,69,1.3,1.7,0.170000002,20.77000046,81.91000366,185,45.68999863,7.480000019
24.2,31.6,17.2,1015.3,62,1.1,4.3,0.219999999,28.72999954,69.95999908,282,41.45999908,9.069999695
21.3,29.5,14.6,1014,57,1.3,3.5,0.660000026,16.27000046,84.26000214,226,84.54000092,8.31000042
19.1,29.5,11.2,1014.8,58,1.1,2.2,0.209999993,24.40999985,67.76000214,222,42.56999969,8.090000153
19.4,28.5,10.9,1015.9,57,0.8,2.2,0.360000014,9.210000038,76.48000336,317,52.18999863,9.760000229
18.5,27.6,11.7,1016.6,56,1.3,3.3,0.129999995,39.93000031,37.88000107,257.6666667,63.77000046,19.84000015
18.3,27.6,9,1016.4,48,1.3,7.4,0.239999995,32.68000031,66,166,51.68000031,7.539999962
18.6,27.5,10.6,1014.8,51,1.3,2.8,0.419999987,72.31999969,28.28000069,135,53.74000168,6.190000057
18.3,27.6,9.4,1015.2,51,1.8,2.6,0.140000001,46.86999893,50.31999969,133,40.99000168,7.139999866
17.6,27.6,9.1,1016.2,56,1.4,2.8,0.100000001,23.61000061,78.69999695,175,36.06999969,6.349999905
17.7,28.1,8.6,1017.7,57,1.4,2,0.150000006,33.15999985,75.52999878,189,58.72999954,5.440000057
17.6,28.8,8.5,1016.6,59,1.3,1.1,0.159999996,9.949999809,82.23000336,211.4583333,56.65000153,8.869999886
18.4,28.8,11.7,1014.9,58,1.4,3.7,0.569999993,57.31000137,51.84999847,215,63.65000153,4.949999809
17.2,27.8,9.8,1014.1,64,1,2,0.280000001,40.75999832,69.41000366,223,42.47000122,5.710000038
17.6,27.6,8.8,1013.6,61,1.4,1.7,0.239999995,37.99000168,55.18000031,187.5416667,67.16000366,8.920000076
17,27.8,8.8,1014.8,59,1.1,1.5,0.039999999,11.94999981,85.5,198,44.68000031,9.93999958
16.8,27.8,8.5,1015.9,58,1.4,4.3,0,14.36999989,58.75,156,50.61999893,4.21999979
16.4,26.6,8,1015,57,1.3,2.6,0.409999996,50.02000046,53.43000031,135,63.77000046,15.65999985
17.4,26.7,9,1011.2,55,1.4,6.3,0.039999999,20.39999962,73.30999756,152,70.51999664,3.420000076
20.1,30,11.4,1013.8,47,1.8,8.9,0.059999999,25.42000008,77.90000153,46.70833333,64.06999969,5.769999981
20.1,29,13.8,1014.3,52,1.9,7.2,0.109999999,14.76000023,63.70000076,91,53.56999969,1.75
20.3,28.1,14,1013.6,52,1.9,9.3,0.140000001,19.97999954,82.73000336,99.91666667,80.30999756,7.119999886
19.8,32.5,12.6,1015.8,55,1.4,3.9,0.090000004,11.02999973,69.23999786,113,80.30000305,7.300000191
17.8,27.8,10,1017.3,62,1.4,2.6,0.159999996,31.42000008,73.15000153,166,42,2.49000001
18.3,27.5,10.6,1016.3,54,1.9,4.8,0.150000006,20.5,78.91999817,146,54.09000015,7.610000134
17.2,27.4,10.5,1014.9,52,1.6,4.8,0.189999998,22.54000092,74.94999695,119,44.52000046,9.56000042
17.1,26.3,10.2,1015.1,54,1.6,2.8,0.639999986,18.75,80.72000122,110,68.62000275,8.670000076
14.5,28.9,8.6,1017.6,49,2.1,4.6,0.180000007,16.04999924,75.75,161,57.49000168,8.140000343
13.3,23.8,6.6,1017.5,56,1.4,2.8,0.319999993,12.64999962,70.38999939,169,47.24000168,9.800000191
16.7,30.4,5.1,1016.9,56,1.3,0.6,0.170000002,74.11000061,14.09000015,216.7916667,53.68999863,19.90999985
15.8,22.3,10.4,1016.2,77,1,8.9,0.200000003,29.81999969,66.26000214,203,56.41999817,7.610000134
15,20.8,13.2,1016.8,93,1.1,3.5,0.189999998,45.97000122,50.29000092,25.08333333,55.54999924,5.28000021
14.2,20,10.4,1019.2,82,1.6,1.9,0.159999996,39.47999954,69.26999664,57.08333333,53.20000076,7.210000038
14,19.3,9,1021.4,80,1.1,4.6,0.079999998,18.25,86.41999817,152,55.34999847,6.360000134
12.9,19.6,9.2,1020.4,76,1,6.5,0.170000002,31.78000069,79.62999725,177,85.94000244,5.519999981
11.7,19.6,7.4,1021.4,82,0.6,3,0.159999996,13.17000008,81.40000153,239,62.45999908,8.979999542
11.7,17.6,7.4,1022.3,85,0.3,0.4,0.300000012,35.66999817,74.76000214,349,68.44999695,4.070000172
11.3,17.5,7.2,1018.8,81,0.8,5.7,0.230000004,26.62000084,80.55000305,188,49.63999939,5.110000134
9.5,17.5,5.6,1018.1,84,0.5,0.9,0.159999996,11.53999996,79.61000061,310,65.54000092,10.02999973
9.4,15.8,4.2,1017,89,0.3,1.3,0.02,10.61999989,87.72000122,375,51.97000122,9.920000076
9.6,16.3,6,1017.8,83,0.5,1.7,0,9.600000381,62.41999817,297,57.04000092,3.650000095
9.6,15.9,5,1021.2,86,0.3,3.5,0.25999999,30.97999954,71.37999725,441,69.31999969,15.01000023
9.3,16,6,1020,85,0.6,8.1,0.01,13.78999996,82.76000214,204.375,69.37000275,3.140000105
10.8,17,6.3,1017.7,82,0.8,7.8,0.07,13.03999996,93.06999969,223,50.5,5.630000114
10.4,19.2,4.8,1018.6,71,0.8,2.8,0.109999999,14.77999973,62.06000137,248,55.65000153,1.899999976
8.9,18.3,2.6,1019.9,88,0.2,0.7,0.07,18.78000069,87.01000214,441,78.43000031,6.849999905
11.1,21.2,4.8,1017.2,74,0.6,1.5,0.090000004,8.520000458,71.26000214,237,71.86000061,7.199999809
11.6,21.2,4.5,1014.8,74,0.6,2.6,0.119999997,25.82999992,85.43000031,334,47.95999908,2.369999886
14.9,21.6,8.8,1017.4,76,0.8,0.9,0.140000001,13.30000019,88.93000031,172.75,68.06999969,7.320000172
14.7,21.6,10.2,1018.1,97,0.6,3.1,0.129999995,20.01000023,78.55999756,146,58.29000092,10.38000011
15,16.8,13.6,1017.5,94,0.5,0.9,0.579999983,9.409999847,90.88999939,113,63.02999878,7.989999771
14.2,19,9.8,1019.5,82,1,9.4,0.170000002,13,79.09999847,144,49.91999817,8.1
13.9,20.7,7.8,1015.8,74,1.3,15,0.230000004,15.85999966,71.51999664,118,63.04999924,9.699999809
12,20.7,8.4,1015.6,83,0.8,4.4,0.170000002,59.27999878,22.77000046,170,57.52000046,19.61000061
9.8,17.6,6.4,1016.6,90,0.5,3.9,0.159999996,21.70999908,75.51000214,227,61.38999939,7.449999809
10.1,14.5,7.2,1019.2,90,0.3,3.3,0.25999999,53.97999954,42.95000076,231,49.86999893,5.320000172
10.5,16.3,6.8,1020.1,84,0.5,1.5,0.079999998,32.15999985,71.54000092,272,34.59999847,6.989999771
11.2,18.3,7.2,1018.8,77,0.8,4.4,0.079999998,16.95000076,87.48000336,205,42.74000168,6.46999979
11.1,18.3,6.6,1019.1,83,0.6,4.8,0.180000007,29.69000053,78.56999969,256,44.61999893,5.400000095
10.6,16.2,5.7,1019.4,83,0.5,0.9,0.159999996,11.39999962,83.93000031,272,56.97000122,8.920000076
12.3,18.3,4,1017.1,81,0.5,4.8,0.280000001,36.08000183,75.20999908,228,53.68000031,4.940000057
12.1,18.3,9,1017.5,86,0.6,5.2,0.25,26.69000053,79.36000061,200,42.61999893,4.909999847
12.3,19,5.8,1019.3,82,0.5,0.9,0.159999996,13.78999996,76.58999634,214,44.18999863,11.27999973
13,20.6,8.2,1019.2,81,0.6,4.6,0.07,11.90999985,84.51000214,210,40.04000092,9.270000458
13.6,21.1,8.4,1019.2,80,1,1.9,0.02,11.10000038,60.81000137,210,38.5,3.650000095
13.2,21.6,6.4,1018.6,76,1,2.6,0.270000011,30.23999977,70.69999695,227,44.63000107,14.64999962
13.9,21.6,9.4,1019,79,1,1.9,0,14.81000042,82.80000305,217,39.36000061,3.130000114
13.4,20.7,9.8,1020.1,80,0.8,7.2,0.079999998,18.11000061,89.19000244,212,45.09000015,5.519999981
13.3,17.5,9.5,1021.2,79,0.8,3.7,0.100000001,13.89000034,62.86999893,202,48.31999969,1.889999986
12.6,13.2,12,1020.5,96,0.6,3.1,0.07,13.17000008,88.05999756,149,43.34000015,6.590000153
14.7,19.8,11.4,1019.9,88,1,1.1,0.079999998,8.56000042,69.48000336,85,49.02999878,7.170000076
12.5,19.8,10.3,1020.7,89,1,9.8,0.140000001,25.61000061,78.94000244,102,38.16999817,2.410000086
13.1,18.3,8.5,1020.6,80,0.8,4.1,0.150000006,16.05999947,87.80999756,138,38.22999954,7.210000038
13.7,18.3,11.6,1019.9,91,0.6,0.9,0.140000001,12.69999981,84.23000336,153,38.52999878,9.789999962
13.3,18.4,9.8,1019.3,79,1,5.2,0.540000021,14.82999992,85.34999847,159,38.84999847,8.449999809
12.7,19.6,6.2,1020.5,61,2.1,12,0.170000002,11.82999992,81.37000275,133,29.39999962,7.980000019
13.8,21.5,7.2,1018,60,2.4,9.1,0.159999996,5.360000134,83.63999939,151,51.66999817,9.609999657
15.1,24,6.7,1017.6,66,1.3,5,0.170000002,53.06999969,27.73999977,224,73.87999725,20.22999954
17.3,23.8,10.4,1017.5,70,1,11.9,0.159999996,20.95999908,75.36000061,177.625,43.29000092,7.46999979
16.7,23.8,13,1020.7,75,0.8,7.2,0.289999992,66.93000031,35.13000107,149,53.68999863,5.650000095
14.6,23.1,11.3,1022.1,84,0.6,9.3,0.330000013,73.83000183,43.61000061,114,38.52000046,8.260000229
14.4,22.6,9.6,1019.2,62,1.4,7.4,0.100000001,27.26000023,76.91999817,97,38.11999893,6.309999943
