T,TM,Tm,SLP,H,visi,V,CO,NO_2,O_3,PM.2.5,PM10,SO_2
27.6,34.9,21.5,1013.6,71,1.8,0.4,0.769999981,67.19000244,69.62999725,84,49.66999817,7.730000019
28.1,35.3,21.8,1013.6,69,1.9,0.9,0.610000014,77.91999817,69.12000275,115,56.83000183,8.949999809
28.2,35.3,22.6,1012.1,69,1.9,3.7,0.280000001,39.09999847,81.56999969,140,47.16999817,10.10000038
28.2,36.1,21.9,1011.7,70,1.9,3.5,0.439999998,18.96999931,101.3000031,141.9583333,39.72999954,9.930000305
27.7,36.2,22.9,1009.9,69,1.9,3,0.209999993,30.11000061,60.91999817,153,36.31999969,5.1
26.6,36.2,21,1012,68,1.6,2,0.670000017,67.27999878,67.19000244,162,48.95000076,17.88999939
24.7,33.6,17.8,1012.1,61,1.9,4.4,0.059999999,21.77000046,99.84999847,115,35.86000061,3.400000095
24.1,33.2,17.3,1011.9,58,1.9,4.8,0.409999996,44.29999924,88.97000122,100.625,50.22000122,6.539999962
24.9,33.7,18,1011.6,58,1.9,1.3,0.340000004,54.34000015,56.59000015,91.125,55.93999863,3.549999952
25.4,34.4,20.3,1015,59,1.9,5.6,0.059999999,35.59000015,96.91000366,49.33333333,40.77999878,5.230000019
24.7,33.3,18.5,1014,61,2.3,3.5,0.01,11.36999989,85.05999756,107,43.70999908,7.429999828
20.8,26.3,17.6,1015.7,65,1.9,8,0.230000004,42.91999817,95.45999908,80,31.45000076,2.99000001
22.1,28.8,15.3,1016.8,69,1.9,1.9,0.239999995,29.27000046,99.84999847,84,33.65999985,7.329999924
22.4,29.7,15.9,1016.8,71,2.7,1.5,0.230000004,33.58000183,89.11000061,97,29.13999939,11.27000046
22.3,29.8,15.6,1016,73,1.6,1.1,0.699999988,21.53000069,99.77999878,273,32.08000183,7.460000038
22.9,31.4,16.2,1016.1,73,1.4,0.9,0.239999995,19.44000053,98.13999939,256,33.02000046,8.18999958
23.4,31.8,17.3,1015.8,75,1.6,0.4,0.230000004,4.190000057,99.95999908,185,40.90999985,9.800000191
23.9,31.8,18.6,1014.2,73,1.8,0.4,0.180000007,24.04000092,78.84999847,249.5,41.56000137,27.21999931
23.8,31.9,17.5,1012.2,72,1.6,0.9,0.349999994,39.99000168,83.58000183,269,41.02000046,8.739999771
22.2,31.9,19.6,1012.4,79,1.9,5,0.75,93.88999939,35.16999817,135,56.81000137,9.06000042
23,30.2,17.4,1012.4,79,1.4,2.2,0.610000014,73.23000336,63.36000061,166,35.70999908,9.75
21.9,30.2,16.1,1014.8,79,0.5,1.1,0.230000004,33.22000122,96.44999695,365,34.24000168,6.739999771
21.9,29,17.1,1016,75,1.1,1.9,0.319999993,42.65000153,89.91000366,241,21.35000038,5.449999809
22.1,29.8,16.1,1015,77,1.3,0.7,0.419999987,31.37000084,89.75,176.875,25.42000008,9.119999886
22.7,29.8,16,1013.4,77,1,0.7,0.850000024,66.81999969,67.15000153,205,46.09999847,7.78000021
21.8,29.4,15.4,1014.4,64,1.4,4.6,0.810000002,86.33000183,61.22000122,113.625,69.55999756,9.260000229
21.9,29.3,16.5,1015.2,65,1.6,5.7,0.340000004,40.81000137,79.08000183,296,42.63999939,10.23999977
22.3,29.3,16.1,1014.9,64,0.8,5.4,0.519999981,23.47999954,95.20999908,353,36.29000092,9.81000042
22.4,29.8,16.5,1012,65,1.1,3.5,0.219999999,36.68999863,57.75,257,32.88999939,5.400000095
21.9,32,16,1012.4,56,1.9,2.8,0.889999986,71.84999847,62,160,39.02999878,18.42000008
19.9,29.2,13.9,1013.5,55,2.4,5,0.090000004,27.67000008,93.55999756,130,30.30999947,3.329999924
18.6,28.6,11,1016.4,62,1.4,4.4,0.409999996,45.63999939,86.81999969,174,44.27999878,6.769999981
18.5,27.7,11.5,1017.6,68,1.3,0.9,0.349999994,51.56000137,56.52000046,207,50.50999832,3.150000095
18.6,27.7,11.4,1016.4,69,1.1,0.4,0.109999999,33.27000046,93.91000366,268,25.76000023,5.179999828
18.8,28.5,11.5,1015.4,69,0.8,1.3,0.050000001,11.52000046,83.01999664,278,35.65999985,7.190000057
18.7,29.2,11.8,1015.1,68,1.3,0.4,0.200000003,36.61000061,95.61000061,256,27.51000023,2.619999886
18.5,29.3,11.1,1016.1,66,1,1.7,0.300000012,31.87999916,95.23999786,280,29.80999947,7.320000172
19.3,28,13,1014.7,61,1.9,5.7,0.310000002,39.31000137,82.87000275,157,20.82999992,11.31999969
20,29.1,11.9,1012.6,64,1.4,0.9,0.75999999,26.19000053,93.86000061,156,27.86000061,7.730000019
18.4,29.1,13.5,1011.4,71,1.3,2.6,0.270000011,25.30999947,91.58000183,200,27.54000092,8.199999809
19.1,24.5,14.7,1015.7,84,0.5,1.3,0.25,3.920000076,98.48000336,267,37.34999847,9.840000153
18.2,24.5,12.2,1018.1,85,0.3,1.1,0.150000006,26.18000031,78.62999725,272.0833333,15.14000034,27.54000092
19.7,28,14,1016.7,84,0.5,0.9,0.400000006,41.70999908,80.30999756,337,36.25,8.75
19.3,28,13.8,1014.7,81,0.6,1.7,1.210000038,108.6999969,26.82999992,212,60,9.949999809
17.9,26.2,13.5,1016.2,75,0.8,2,0.610000014,77.73999786,60.70999908,190,27.92000008,9.670000076
17.6,24.6,11.2,1016.1,75,0.8,7,0.50999999,53.63000107,76.93000031,236,31.97999954,6.559999943
17.7,26.7,12.4,1014.9,71,1.3,4.6,0.579999983,51.90000153,76.95999908,187,17.72999954,5.510000229
17.4,27.6,10.1,1015.8,74,1,0.9,0.560000002,36.68999863,92.75,252,5,9.079999924
17.2,27.6,10.5,1016.4,78,0.6,1.5,1.120000005,79.94999695,54.95999908,312,28.86000061,8.300000191
17.8,26.2,11,1017.1,79,0.6,2,0.74000001,76.16999817,70.73999786,286,50.06000137,8.31000042
20.2,27,12,1015.8,68,1,1.3,0.449999988,63.43999863,65.81999969,288,28.36000061,9.699999809
19.2,26.9,11.6,1015.4,78,1,4.8,0.779999971,35.24000168,90.62999725,302,12.36999989,9.710000038
20.1,25.5,13.7,1011.7,74,1,3.7,0.239999995,41.15999985,56.29000092,261,17.18000031,5.699999809
18.3,25.5,13.4,1011.3,76,1,6.3,0.980000019,74.30000305,57.77000046,269,36.08000183,17.75
13.7,22.2,10.8,1014.3,91,0.5,6.5,0.159999996,32.5,88.41999817,249,22.52000046,3.279999971
14.8,21,6.8,1016.4,63,2.4,5.4,0.689999998,56.84000015,77.30999756,163,45.88999939,6.699999809
14.6,21.3,6,1017.1,59,2.6,8.1,0.670000017,86.69999695,39.75,161,44.56999969,5.139999866
15.2,22.2,7,1016.5,60,2.4,7,0.180000007,27.07999992,86.18000031,157,13.56999969,5.329999924
15.3,23.3,5.2,1016.3,56,2.6,1.7,0.119999997,13.31999969,80.15000153,162,29.86000061,7.150000095
13.6,23.3,5.4,1016.9,72,1.3,1.7,0.419999987,64.13999939,67.95999908,244,26.93000031,3.779999971
14.4,21.2,6.4,1018.7,68,1.1,5.9,0.409999996,45.56000137,81.44000244,239.7916667,24.20000076,7.590000153
14.4,21.1,6.8,1019.1,65,1.6,5.6,0.330000013,39.90000153,86.18000031,245,10.47000027,14.40999985
12.6,21,0,1018.9,68,1.4,2.6,0.899999976,39.13999939,85.58000183,264,16.71999931,8.270000458
13.7,21,5.6,1018.8,71,1.3,1.5,0.270000011,30.03000069,84.76999664,253,9.850000381,7.940000057
13.6,21,6,1020.9,75,0.8,0.4,0.289999992,6.389999866,101.4000015,338,30.56999969,9.489999771
13.6,20.4,6.5,1020.6,80,0.6,4.6,0.180000007,27.02000046,75.80999756,431,30.56999969,27.20999908
13.1,19.2,6.7,1021.3,67,1.3,8.5,0.529999971,50.43999863,73.51000214,215,26.77000046,8.899999619
13.3,19.3,5.5,1021.9,62,1.9,7.8,1.149999976,104.4000015,28.13999939,181,49.27000046,9.569999695
14.4,21.5,5.5,1021,60,1.8,8.9,0.340000004,55.65000153,71.68000031,210,13.03999996,7.309999943
16.3,22.5,7.6,1020.6,64,1.4,8.1,0.529999971,72.31999969,58.38999939,255,41.45000076,6.78000021
18.3,24.5,12,1020.8,58,2.1,14.1,0.699999988,70.26000214,66.91000366,199,26.75,5.710000038
17.8,24.5,10.6,1018.2,64,1.6,10.2,0.540000021,37.13999939,86.62000275,190,12.10999966,8.829999924
18,25.1,8.5,1017.7,64,1.3,3.5,0.99000001,81.06999969,52.47000122,199.5833333,26.22999954,7.940000057
16.9,25.1,6.6,1021.3,65,1.1,2,0.629999995,67.56999969,72.26000214,307,47.04000092,7.019999981
15.5,24.1,7.7,1021,71,1.1,3.5,0.75999999,95.80999756,47.38000107,239,27.84000015,12.78999996
14.9,22.8,8,1018.4,73,1.1,5.9,0.800000012,34.83000183,89.19000244,342,20.60000038,9.640000343
18.6,26.5,11,1017.1,75,1,1.9,0.449999988,48.77000046,49.47999954,353,17.12999916,6.5
18.7,26.5,11.6,1016.6,78,1,3.5,0.75,48.63000107,75.94999695,367,24.53000069,14.77000046
18.3,24.7,11.5,1018.1,85,0.5,1.1,0.25999999,39.54000092,85.30999756,449.1666667,14.55000019,3.5
16.5,24.7,12,1017.4,82,0.6,8,1.330000043,72.31999969,75.5,392,39.11999893,8.300000191
16.6,22.2,10.2,1015.4,65,1.8,10,0.560000002,80.72000122,39.43999863,201,34.45999908,4.170000076
17.6,24.4,8.7,1017.5,68,2.1,4.8,0.25999999,43.90000153,87.30999756,172,5.300000191,5.929999828
17.4,25.5,8.5,1017.5,67,1.6,2.6,0.219999999,17.42000008,78.5,208,71.58999634,6.829999924
18,25.5,8.5,1014.8,69,1.6,5.9,0.660000026,102.8000031,60.47000122,192,32.97000122,3.980000019
18.2,25.1,12,1014.4,77,0.6,5,0.479999989,53.41999817,75.94999695,318,8.460000038,7.96999979
15.6,23.2,10.9,1015.6,82,0.6,4.3,0.330000013,44.91999817,79.88999939,246,10.81999969,19.94000053
13,19,9.6,1016.9,85,0.8,10.7,0.879999995,39.61000061,84.65000153,174,24.31999969,8.590000153
13.6,17,10.4,1014.8,82,1.1,11.3,0.270000011,36.68999863,80.26999664,149,5,7.769999981
14.1,19,9.2,1016.1,78,1,2,0.330000013,6.059999943,99.73000336,191,49.25,9.319999695
13.3,19.2,6,1014.8,81,0.6,1.5,0.25,25.23999977,80.94000244,272,44.63000107,25.45000076
12.3,19,8.9,1015.8,91,0.5,4.6,0.579999983,55.61000061,70.70999908,310,27.36000061,9.050000191
11.9,15.7,7.5,1018.9,86,0.8,6.1,1.159999967,103.3000031,25.87999916,284,47.24000168,9.520000458
12,17,6.7,1019.8,75,1.3,7.6,0.25999999,48.06000137,73.73999786,205,14.11999989,6.670000076
11.8,17.3,4.2,1019.8,84,0.6,3.5,0.449999988,70.65000153,54.86999893,335,19.06999969,6.369999886
14.4,22,4.6,1020,76,1,3.1,0.600000024,67.76000214,63.84999847,280,42.90999985,5.579999924
11.1,22.2,7.5,1019.6,89,0.5,6.5,0.629999995,53.43999863,74.33000183,341,23.79000092,9.520000458
11.7,18,6.4,1017.3,76,0.8,4.4,1.049999952,86.26999664,41.91999817,246,32,8.56000042
14.6,21,6.8,1015.6,81,0.6,2.4,0.550000012,58.88000107,74.45999908,349,40.79000092,5.869999886
17.7,24,9,1014.5,69,1.4,4.4,0.660000026,96.86000061,41.02000046,276,31.04999924,11.44999981
16.8,24.2,9,1015.7,68,1.1,5,0.769999981,38.22999954,83.27999878,287,22.71999931,9.430000305
19.6,29,11.5,1017.8,71,1,2.6,0.550000012,53.47999954,45.11999893,328.625,57.20999908,6.119999886
20.1,27,13,1014.5,79,0.8,1.1,0.589999974,50.65999985,70.31999969,350,36.04000092,14.06000042
17.4,27.2,12.2,1016.4,79,1.1,7.8,0.200000003,40.61999893,79.76000214,234,24.35000038,2.920000076
15.9,22.4,8.4,1017.6,66,2.4,7.2,1.629999995,76.30999756,69.19000244,120,40.66999817,8.609999657
15.2,22.6,6.6,1018.2,56,1.9,8.9,0.600000024,85.88999939,32.61999893,129,41,4.269999981
12.7,19.5,8,1017.6,69,1.3,8.3,0.370000005,66.80999756,76.62999725,156,17.19000053,6.579999924
16.4,23,7.7,1017.4,54,1.9,7.2,0.209999993,20.54000092,73.54000092,144,46.95000076,6.829999924
12.7,23.4,6.8,1016.3,72,1,2.2,0.850000024,110.9000015,49.20000076,223,28.45999908,4.510000229
15.2,24.4,7,1013.3,73,1.1,3.7,0.49000001,57.25,66.54000092,262,22.95000076,7.800000191
15.6,24.6,10.7,1015.7,81,1.3,2.8,0.389999986,52.20000076,71.40000153,181,15.14000034,19.65999985
17.1,23.2,9,1017.1,69,1.8,5.9,0.959999979,46.54000092,75.69999695,135,22.69000053,9.140000343
17.6,24,10.1,1014.8,67,1.4,5.9,0.280000001,41.70999908,71.18000031,201,6.699999809,7.480000019
18.1,26,8.6,1011.9,64,1.4,2,0.340000004,9.06000042,94.36000061,210,50,8.970000267
19.6,26.8,10.2,1011.5,55,2.3,6.1,0.239999995,28.11000061,76.30999756,125,59.75999832,25.29999924
19.2,26.8,10,1012.6,59,2.1,0.7,0.600000024,59.29000092,64.58000183,110,31.04999924,8.920000076
17.2,26,11.5,1014.7,65,2.3,5.7,1.019999981,103.5,22.89999962,86,46.11999893,9.170000076
17.7,24.4,9.7,1017,64,2.1,8,0.360000014,63.13999939,57.54000092,101.2916667,22.18000031,6.659999847
17.4,24.4,10.1,1018.9,61,2.3,6.1,0.600000024,88.08000183,34.36999893,99,41.04999924,6.889999866
18.2,24,9.2,1020,56,2.4,5.4,0.519999981,73.51999664,48.18000031,112,53.86999893,5.360000134
18.7,25,10.3,1018.7,62,2.3,3.7,0.720000029,75.91000366,54.13999939,115,36.70999908,10.40999985
19.4,25.6,15,1016.9,79,1.3,5.2,0.709999979,79.08999634,44.11000061,175,38.77999878,6.5
23.1,30,15.6,1014.9,71,1.4,4.1,0.579999983,77.06999969,56.86000061,202,43.56000137,5.940000057
23.7,29.8,18.7,1014,75,1.4,11.1,0.779999971,98.84999847,31.26000023,143,45.18000031,11.14999962
20.9,27.8,15.8,1014.4,62,2.6,17.2,0.860000014,49.27000046,69.44999695,64,27.75,10.10999966
21,28,14,1013.9,55,2.6,15.2,0.540000021,60.59000015,35.38999939,73,39.06000137,5.989999771
21.2,29,13.4,1012.2,52,3.5,9.8,0.699999988,59.13999939,59.24000168,77,47.81000137,14.34000015
21.6,30,11,1012.6,57,2.1,2.4,0.360000014,54.5,64.05999756,146,35.11000061,3.170000076
22.6,30.3,11.5,1015.4,57,2.4,5.4,1.929999948,87.12999725,56.13999939,117,50.04999924,8.979999542
22.7,30.4,12.8,1017.7,56,2.6,2.4,0.589999974,84.62000275,29.97999954,124,40.31000137,4.150000095
22.7,30.6,13,1018.4,58,2.4,3.3,0.360000014,46.45000076,73.37000275,143,30.04000092,6.179999828
23.1,30.1,13.5,1018.5,63,1.9,3.7,0.140000001,21,69.48000336,185,61.81000137,6.710000038
23.8,31,14.5,1017.8,64,1.9,3.7,0.860000014,115.4000015,42.22000122,156,35.79000092,4.699999809
25,31,15,1015.7,59,1.9,1.7,0.529999971,64.94999695,56.65000153,194,28.93000031,7.75
24.9,32.4,15.2,1015,57,1.9,1.7,0.460000008,71.61000061,51.5,209,20.47999954,20.14999962
26.8,33.4,15.7,1014.5,52,2.4,4.6,1.059999943,53.45000076,67.61000061,129,36.36999893,9.050000191
27.3,34,17.6,1012.1,45,2.4,6.1,0.370000005,61.97999954,51.93000031,100,13.43000031,7.789999962
23.4,34.1,17,1012.5,60,2.4,10.6,0.340000004,11.75,88.01000214,39,53.20000076,9.010000229
22.8,30.1,15.5,1012.9,68,2.9,5.2,0.300000012,37.58000183,66.94999695,39,37.61000061,24.78000069
23.7,29.1,15.8,1011.9,67,2.1,5.2,0.639999986,66.88999939,53.52999878,90,38.52999878,8.909999847
23.4,29.1,17,1011.4,63,2.1,6.7,1.309999943,107.8000031,19.85000038,80,59.13000107,9.680000305
24.3,29,15.6,1011.7,56,1.9,10,0.5,74.91999817,45.15999985,122,31.23999977,7.210000038
25.5,31,15.8,1012.7,58,2.1,8,0.50999999,82.26000214,36.11999893,144,52.75,6.71999979
25,33,19,1012.4,68,2.1,6.5,0.469999999,73,54.04999924,87,48.11999893,5.289999962
24.5,33.5,17.6,1009.6,67,2.3,9.4,0.639999986,72.40000153,51.13999939,35,56.22000122,10.93999958
24.3,31,16.8,1010.8,66,3.4,6.9,0.689999998,76.83000183,42.63999939,26,44.95999908,6.320000172
22.4,29.5,17.1,1014.1,68,3.4,6.3,0.629999995,87.19999695,46.65999985,34,39.09000015,6.519999981
24.1,29.2,14.5,1014.4,59,2.4,8.5,0.660000026,76.08999634,38.54999924,72,46.09000015,9.789999962
23.9,29.5,15.6,1012.3,55,2.3,10.9,0.790000021,58.11999893,57.72999954,59.33333333,35.04999924,10.14999962
26.3,32,16.8,1009.9,52,2.7,6.9,0.460000008,57.13999939,37.22000122,115.25,43.25,5.460000038
26.2,32.2,20,1009.3,63,2.6,6.7,0.540000021,57.58000183,56.86999893,62.70833333,47.95000076,14.14000034
26.5,32.8,19.5,1010.5,45,2.9,12.2,0.289999992,47.45000076,66,19.79166667,42.34999847,3.079999924
24.9,31.6,17,1009.1,42,2.7,22,1.350000024,72.05000305,59.02000046,26,47.27999878,7.889999866
27.2,32.5,18.9,1009.5,43,3.1,9.8,0.660000026,93.73999786,21.27000046,65,50,4.710000038
28.1,36,16,1012.7,45,2.6,3.1,0.409999996,67.95999908,58.63999939,137,53.41999817,6.360000134
29.8,36.2,18.2,1012.7,52,2.4,3.3,0.230000004,26.61000061,61.43000031,114,59.56000137,6.849999905
24.7,36.6,19.7,1012.8,66,2.4,9.4,0.569999993,110.9000015,38.68000031,43,37.75999832,4.3
26.2,32,19.5,1012.5,56,3.1,9.1,0.479999989,63.06000137,55.13999939,37,40.43999863,7.800000191
25.9,32,16.5,1012.3,55,2.9,6.5,0.409999996,61.61000061,55.15999985,63,30.48999977,17.73999977
27.2,32,18.6,1010.8,49,2.7,7.2,0.889999986,49.56999969,65.83999634,94,38.11000061,8.56000042
29.6,35,18.5,1010.8,39,2.4,7,0.379999995,64.08999634,45.72999954,96,29.48999977,7.829999924
29.9,37,19.5,1008.3,39,2.7,4.4,0.300000012,10.13000011,86.26999664,86,37.52999878,8.909999847
30.4,37.5,21.6,1006.3,41,2.6,12,0.289999992,37.81000137,62.95999908,69,39.75999832,21.37999916
32.3,39,21.5,1007.3,39,3.4,5.4,0.589999974,66.44999695,50.52999878,54,44.09999847,8.579999924
33.4,39.1,24.8,1008,47,2.1,2.6,0.899999976,93.87999725,20.57999992,118,49.93999863,8.130000114
32.8,39.4,22.9,1006.1,35,2.7,8,0.270000011,52.15000153,55.54000092,62,30.01000023,6.789999962
32.2,38.8,25.6,1006.1,33,2.9,9.3,0.319999993,66.54000092,43.27999878,38,37.04999924,6.880000114
31.3,37,23.5,1006.2,35,2.7,3.5,0.409999996,66.76999664,46.88999939,49,53.22000122,5.5
29.5,36.9,21.5,1007.2,41,2.3,11.3,0.560000002,65.01999664,49.65000153,88,55.86000061,10.44999981
29.3,36,18.8,1008.8,37,3.2,4.8,0.75999999,78.44000244,33.52999878,44,46.79000092,7.420000076
30.9,37,19,1008.9,33,2.6,6.9,0.460000008,68.31999969,54.72999954,84,39.68999863,5.940000057
32.2,37,25.2,1008,34,2.6,5.2,0.589999974,67,38.27999878,45,50.20999908,9.930000305
29.7,36.6,21.1,1008.8,38,2.7,16.1,0.579999983,47.95000076,59.68999863,29,34.66999817,9.850000381
30.2,35.1,22,1005.7,40,3.1,19.4,0.289999992,49.06000137,37.79000092,32,37.68999863,4.760000229
31.6,38,23.2,1002.6,30,3.1,18.7,0.5,53.81999969,54.02999878,54,42.90000153,14.52999973
33.1,39,24,1003,26,2.6,10.4,0.189999998,39.83000183,65.65000153,66,38.86999893,3.140000105
33.6,40,23,1003.8,27,2.4,9.8,0.810000002,50.18999863,68.73000336,93,45.31000137,6.960000038
34.6,42,29.5,1001.9,28,2.4,9.4,0.689999998,79.22000122,27.05999947,54,54.20999908,4.019999981
34.6,40.1,28.2,1003.9,33,2.6,7.2,0.360000014,59.34999847,54.68000031,53,37.95000076,6.329999924
33.9,40.2,26,1005,36,2.1,4.6,0.140000001,17.47999954,64.04000092,86,70.69999695,6.760000229
34,40.6,26.3,1005.5,29,2.6,13.9,0.439999998,100.9000015,48.86999893,79,41.22999954,3.390000105
33.9,39.6,25.8,1002.7,28,2.7,15.7,0.389999986,54.18000031,55.40999985,57,38.20999908,7.510000229
33.3,39.4,24.8,1000.7,28,3.1,8.3,0.289999992,58.95000076,50.61000061,72.375,30.94000053,16.79999924
31.8,37,21.6,1001.3,23,3.1,10.2,0.730000019,39.34000015,67.15000153,59,44.40000153,8.279999733
31.3,37,19.9,1002.4,23,2.9,10.2,0.409999996,70.04000092,36.20999908,120,25.01000023,8.029999733
31.8,39,20.4,1004.9,24,2.6,7,0.25,8.470000267,81.26000214,86,44.00999832,8.960000038
33.4,40,21.2,1006.3,27,2.6,3.7,0.25,35.99000168,59.20000076,108,43.13000107,21.71999931
33.2,40.3,22.2,1005.1,29,2.3,5,0.460000008,57.52000046,51,123,43.13000107,8.350000381
34,40.7,22.2,1004.6,24,2.4,11.9,1.100000024,86.77999878,19.22999954,222,55.58000183,7.960000038
34.1,40.2,21.7,1004.8,24,2.1,9.1,0.310000002,51.95000076,44.06999969,240,51.95000076,6.699999809
33.1,40,22.2,1003.8,28,2.1,5.2,0.330000013,48,47.70999908,287,57.59999847,6.340000153
