"","Temperature","Humidity","Wind.Speed..km.h.","Visibility","Pressure","so2","no2","Rainfall","PM25","PM10"
"4816",17.2,0.93,12.5902,9.982,1015.95,5.6,33.7,76.5,20,7.711
"4819",15.97222222,0.97,8.2271,9.982,1015.52,5.4,32.5,76.8,51,10.888
"4821",15.90555556,0.97,7.7602,10.3523,1015.53,5.4,32.7,69.5,75.32,8.087
"4824",14.34444444,0.99,6.2951,14.9569,1016.72,5.3,28.5,77,55.31,7.943
"4825",14.8,1,6.118,15.8263,1016.76,5,26.8,78.7,11.18,7.694
"4826",17.04444444,0.93,3.1073,15.8263,1016.79,5.3,37.1,81.7,29.26,9.281
"4828",21.06666667,0.73,5.8926,15.7297,1017.02,5.5,30.5,77.8,20.47,7.053
"4830",22.74444444,0.65,5.957,11.6081,1017.58,5.3,27.4,79.4,36,8.269
"4831",23.83888889,0.62,10.2718,9.8049,1017.58,5,27.9,80.3,25,12.676
"4832",24.92777778,0.54,9.1448,9.9015,1017.28,5,26.3,76.8,122,8.315
"4833",24.85555556,0.53,10.6904,9.982,1017.6,5.2,26,77.8,34,10.592
"4834",25.04444444,0.54,7.8246,9.982,1017.45,5.2,27.9,80.8,92.96,13.195
"4835",25.04444444,0.53,9.6761,9.982,1017.26,5.1,31.8,81.5,47.77,14.319
"4836",25.03333333,0.49,8.1144,10.3523,1017.41,5.2,32.7,84.2,121,7.135
"4838",23.83888889,0.54,7.9534,9.982,1016.95,5.4,29.3,81.7,6.58,8.326
"4840",17.98888889,0.83,8.211,9.982,1016.23,5.2,30.4,76.8,50,9.192
"4841",18.28888889,0.78,8.2432,9.982,1015.82,5.4,28.4,80,28,10.791
"4842",17.35555556,0.85,8.2754,10.4006,1015.45,5.5,32.2,73,171.21,8.04
"4843",16.08888889,0.9,11.0929,10.0464,1014.3,5.4,30.2,70.9,17.28,5.204
"4844",16.08888889,0.9,7.8729,10.0464,1014,5.4,32.2,71.4,16.94,7.762
"4846",14.42222222,0.96,4.4919,9.982,1014.38,5.2,30.8,77,19,10.986
"4847",14.37777778,0.93,3.0268,15.8263,1015.17,5.5,30.2,80.7,28,16.039
"4848",14.59444444,0.94,3.2361,14.9569,1015.21,4.6,27.6,83.4,119.22,12.801
"4849",17.06666667,0.99,6.44,15.8263,1015.39,5.4,27.8,85,134.1,15.665
"4850",17.15555556,0.93,1.8676,11.27,1015.42,5.3,32.3,86.2,133,20.093
"4851",18.65555556,0.9,3.3005,14.168,1015.95,5.5,31.5,84,61,19.531
"4852",19.79444444,0.85,19.964,15.7297,1016.22,5.5,31.7,85.3,38,23.507
"4853",17.75555556,0.97,17.4202,15.7297,1015.88,4.7,33.5,88.3,109.75,30.923
"4855",20.96111111,0.74,9.8371,9.9015,1015.89,5.6,33.2,85.6,251.9,11.683
"4856",19.09444444,0.84,9.6278,9.9015,1016.54,5.3,32.7,81.6,30,14.528
"4857",22.64444444,0.66,9.3219,10.3523,1016.44,5.3,32.3,83.7,47.08,18.346
"4860",22.74444444,0.65,3.6869,10.4006,1016.34,5.2,33.2,88.2,17.62,8.67
"4861",22.56111111,0.68,9.2092,11.27,1016.11,5.4,33.4,88.8,76,8.906
"4862",22.58888889,0.67,10.5777,11.27,1015.99,5.7,36.3,88.8,125,5.724
"4863",20.28333333,0.76,8.05,11.3988,1015.72,5.3,33.5,88.3,150,8.746
"4865",17.66111111,0.9,7.6475,9.982,1014.98,5.4,34.3,91.4,55.95,17.444
"4867",15.44444444,0.96,3.1073,9.982,1014.67,5.2,33.5,88.3,40,22.777
"4868",14.88333333,0.96,7.7441,9.982,1014.45,5.6,34.5,88.2,32.21,25.661
"4869",15.04444444,0.96,4.7817,10.3523,1014.95,5.3,33.5,89.8,99,24.805
"4872",14.54444444,0.99,3.7835,14.9569,1015.98,13.4,41.7,93.3,17,28.726
"4873",16.95,1,6.44,15.8263,1016.05,10.1,25.4,97.9,78,24.234
"4876",23.79444444,0.58,6.1341,14.9086,1016.39,15.1,15.5,86.3,17,17.206
"4877",25,0.48,3.3488,11.9784,1016.21,7.5,21.2,90,45,12.471
"4878",26.93333333,0.44,4.1377,9.982,1016.47,10.3,19.8,88.2,58.56,11.733
"4882",27.33333333,0.47,9.6117,9.982,1016.81,5,5.4,88.1,34,22.252
"4883",27.83888889,0.43,8.0822,9.982,1017.01,6.6,10.3,81.9,16.79,26.208
"4884",27.77222222,0.42,4.9427,10.3523,1017.19,7.2,22.2,88.2,13,28.862
"4885",27.68333333,0.53,5.0876,11.27,1016.79,8.6,19.3,93.1,59,20.314
"4886",26.06111111,0.58,14.1358,10.0464,1016.2,6,13.5,91.4,40,11.564
"4888",24.90555556,0.64,23.2967,7.9051,1018.2,10,15,79.1,33.9,12.657
"4889",24.35555556,0.69,19.4005,11.1251,1017.95,4.4,14.1,76.6,14,14.122
"4892",24.7,0.6,5.1037,9.982,1014.14,5.3,11.1,82.2,30,19.309
"4893",26.7,0.46,8.7423,10.3523,1016.11,4.6,29,82.8,36.21,20.703
"4895",24.75555556,0.51,9.7244,15.8263,1019.24,7.1,30.7,80.6,50,12.373
"4896",24.09444444,0.53,7.6153,15.2467,1018.97,18,29,86.2,45.99,9.653
"4897",24.66111111,0.55,13.846,15.7297,1012.81,13,35.6,87.9,6,12.31
"4899",26.96111111,0.51,10.2718,14.0875,1012.85,4.9,24.3,87.6,135,10.361
"4900",28.70555556,0.51,13.9587,15.6492,1013.54,8.3,24.1,86.7,36,14.864
"4902",29.96666667,0.5,13.0732,14.7959,1014.33,8,30.7,89.5,21,9.974
"4906",31.06111111,0.54,2.5277,11.1251,1014.44,7.9,27.4,90.5,125.61,8.676
"4907",28.93888889,0.58,10.948,11.1251,1014.78,4.3,28.6,83.2,33,7.484
"4908",28.07222222,0.58,9.6761,11.0768,1014.28,6,22.2,87.3,50.16,10.422
"4910",27.68333333,0.57,9.821,11.27,1014.11,7.7,27.3,89.5,42,7.133
"4911",25.07222222,0.47,2.1574,11.0768,1014.01,6.3,33.5,89.7,192.65,4.664
"4912",22.15,0.55,0.4025,11.27,1013.91,5.2,22.8,89.4,39,5.661
"4914",20.75,0.71,12.9122,14.4095,1013.9,7.7,27.7,87.3,67.56,5.804
"4915",19.83333333,0.71,10.8192,8.1949,1013.79,4.3,25.7,81.5,35,6.255
"4916",19.83333333,0.73,9.4185,11.27,1013.77,4.7,23,80.9,28.91,16.644
"4919",16.38888889,0.87,6.4078,15.6492,1014.01,4.5,14,86.3,41,5.68
"4921",17.48333333,0.85,10.8353,15.8263,1017.82,7.1,33.1,86.3,36,9.911
"4922",18.8,0.78,13.363,15.8263,1016.87,4.7,27.5,86.9,11.53,8.529
"4924",22.17777778,0.67,6.1663,15.8263,1016.57,6.7,30.8,85.8,30,9.605
"4925",22.77777778,0.7,9.7888,15.8746,1016.27,6.2,23.2,87.2,99,7.012
"4926",24.72777778,0.6,6.8747,15.3594,1016.5,5.5,24,91.2,29.26,8.148
"4927",24.97777778,0.61,12.5258,9.982,1016.58,6.7,26.6,83.4,50.67,7.865
"4930",27.19444444,0.44,24.3432,11.27,1016.95,5.1,25.3,86.3,30.12,7.933
"4931",28.77222222,0.37,16.0356,11.27,1016.11,4,18.2,88.9,38,4.32
"4932",27.71666667,0.46,22.54,11.2378,1016.37,7.2,22.8,90.4,82,8.959
"4933",27.12777778,0.5,9.7727,11.0446,1017.69,4.8,51.5,91.2,112.54,6.209
"4934",25.04444444,0.57,22.9747,11.0446,1018.57,5,38.6,92.3,19.02,6.497
"4936",19.97222222,0.77,19.4327,11.1251,1017.53,5.6,34.7,82.3,51,9.94
"4938",19.70555556,0.73,18.9336,7.2611,1018.19,5.2,49.2,84,37.93,5.63
"4939",17.08333333,0.87,15.5365,11.27,1017.58,4.8,30.7,84.4,28,5.071
"4941",15.75,0.92,4.4436,11.4471,1017.86,5.1,33,88.7,127,6.334
"4942",15.41111111,0.9,12.7673,9.982,1017.67,4.9,29.6,83.5,60.6,5.251
"4944",14.64444444,0.9,6.9713,14.2163,1019.32,5.1,34.6,83.1,97.55,10.693
"4945",17.52777778,0.9,6.2146,15.6975,1013.59,5.2,30.8,86.9,20.52,16.095
"4946",19.82222222,0.73,10.6904,14.812,1012.81,5,34.3,89.2,18.54,21.741
"4947",21.92222222,0.65,10.6743,14.0231,1015.19,4.9,30.9,88.1,51.6,21.448
"4948",24.79444444,0.55,6.1502,14.7315,1012.49,5.1,29.6,89.9,64.2,20.068
"4949",26.01666667,0.54,3.1878,11.8013,1012.19,5.3,35.8,90.5,26,21.227
"4950",27.15,0.51,3.8479,4.9588,1012.07,5.1,32.2,84.9,148,22.321
"4952",26.11666667,0.54,3.5259,3.5581,1012,5,34.4,88.4,13,12.163
"4953",25.86666667,0.59,5.2325,4.3792,1012.11,5,35.3,91.7,192.65,14.878
"4955",23.93888889,0.73,13.2342,6.118,1012.11,4.9,30.5,88.5,497.83,7.394
"4957",20.10555556,0.92,18.0803,8.05,1012.32,5.1,39,84.6,43.83,3.76
"4958",19.91111111,0.93,16.1322,8.05,1012.62,4.9,36.1,88.8,17.35,7.281
"4959",18.81111111,0.93,15.0213,5.8765,1012.86,5,34.3,91.2,92.96,11.138
"4962",17.67222222,0.96,11.1251,7.9051,1013.28,4.9,34.4,86.7,81.22,5.809
"4963",16.71666667,0.83,12.558,11.0446,1013.33,5,35.2,88.2,125,6.765
"4965",15.11666667,0.95,10.9802,9.8371,1013.91,5.1,27.2,82.5,33.9,5.505
"4966",14.97777778,0.96,9.3863,11.0446,1014.16,5.2,34.8,82.3,81,4.396
"4967",14.42222222,1,10.8031,14.7315,1014.84,6.6,54.3,83.6,50,5.366
"4969",14.90555556,0.93,6.7781,11.8013,1015.61,5.2,29.1,78.4,135,6.341
"4970",15.99444444,0.93,6.9552,9.8049,1015.54,5.2,34.9,85.6,58.91,6.643
"4971",15.93333333,0.89,6.9713,14.168,1021.32,5.1,26.5,86.8,15.41,6.874
"4972",16.08888889,0.87,14.2485,14.812,1015.86,5.1,31.9,89.3,21,4.938
"4973",16.18333333,0.92,14.2646,14.9086,1015.86,5,30.9,83.7,40,6.305
"4975",18.90555556,0.78,21.5579,9.982,1016.66,4.9,34.9,81.9,74,7.04
"4976",21.10555556,0.63,23.6831,9.982,1017.33,5,25.4,82.1,6,6.912
"4979",21.78333333,0.6,23.7636,11.27,1018.13,5.1,32.2,86.8,28,11.45
"4981",20.98888889,0.64,22.5561,11.27,1018.91,5.4,33,86.8,241,12.303
"4982",19.9,0.73,20.7368,11.27,1019.18,5.3,33.6,82.8,40,12.615
"4985",15.53333333,0.93,17.8066,11.27,1019.16,5.2,27.7,88.1,59,6.286
"4987",17.66666667,1,16.1966,11.2056,1018.89,5.1,31.8,88.2,56.47,4.816
"4989",17.58333333,0.97,9.1287,10.3523,1019.88,5.3,31,90.9,13.13,5.305
"4990",16.64444444,0.97,9.5151,9.982,1020.51,5,31.5,89.4,127,6.169
"4991",16.13888889,1,6.2468,15.8263,1021.41,5.3,32.2,84.9,42,6.78
"4992",17.15,0.97,6.4561,14.9569,1021.8,4.9,26.4,85.4,20.52,9.125
"4993",17.64444444,1,3.2683,9.982,1022.03,5.1,25.6,86.7,150,7.846
"4994",17.73333333,1,3.2683,15.8263,1022.31,5.2,29.5,87.4,50.72,10.623
"4995",18.03888889,0.99,12.5097,14.8764,1022.6,4.8,25.9,88.6,62.2,9.01
"4996",18.89444444,0.93,3.3649,8.1305,1022.22,5.1,25.2,90,59.71,8.51
"4997",22.13333333,0.76,3.2361,6.2951,1022.22,5,29.6,87,68.4,9.571
"4998",22.71111111,0.78,3.7352,6.8425,1022.27,5,25.5,82.9,45,15.07
"5001",25.92777778,0.65,7.245,9.982,1022.76,5.2,28,85,37,29.735
"5002",27.17222222,0.56,3.6547,9.982,1022.8,5.4,28.1,84.9,38,25.868
"5004",27.57777778,0.54,2.3989,11.4471,1023.22,5.1,31.2,85.7,30,19.187
"5005",27.17777778,0.64,6.9552,11.27,1023.08,5.3,30.7,86.5,17.08,28.077
"5007",23.97777778,0.75,3.4937,11.3988,1022.42,5,28.9,84.1,79,12.354
"5008",23.67777778,0.78,3.2039,11.2056,1022,5,30,85.9,36,17.838
"5009",22.47777778,0.87,2.7853,11.2056,1021.52,5.2,30.8,81.1,4.76,20.901
"5011",20.32777778,0.79,4.1055,11.2056,1021.18,5,31.5,76.4,14,30.908
"5012",18.75,0.9,6.8264,11.2056,1021.5,5.2,34.4,75.3,19,18.683
"5013",18.28333333,0.9,17.4524,10.4006,1022.05,5.2,32.4,75.4,39,7.465
"5014",18.15,0.97,21.091,11.27,1022.15,5,27,80,26.76,5.014
"5015",17.59444444,0.97,19.0624,15.8746,1022.59,5.2,31.7,81.1,80,5.742
"5017",17.66666667,1,13.1215,15.7297,1022.86,5,27.2,82.8,31.9,7.676
"5018",18.73333333,0.93,14.1036,15.7297,1023.05,5.2,32.3,83.5,22.9,7.054
"5020",21.08888889,0.81,13.8138,15.7297,1022.08,5.4,30.5,84.5,41,13.28
"5021",22.17777778,0.8,16.8406,15.6492,1021.49,5.1,32.1,85.6,28.28,5.726
"5022",22.91666667,0.77,16.3254,13.9426,1021.42,5.4,28.3,85.8,17,8.421
"5023",22.96111111,0.72,12.3648,10.948,1021.57,5,30.4,85.1,35.89,12.84
"5025",25.27222222,0.62,13.1537,10.8836,1022.52,4.8,32.1,86.4,21.06,18.942
"5026",25.25,0.63,15.3433,11.1251,1022.36,5.6,34.9,86.9,99,23.563
"5027",25.29444444,0.72,12.4453,11.27,1022.47,5.2,33,86.5,33,17.134
"5029",25.18333333,0.72,12.397,11.27,1022.54,5.4,33.8,85.1,51.04,7.162
"5030",24.05,0.73,12.2682,11.27,1022.24,6,44.6,84.6,148,6.864
"5031",23.16666667,0.85,9.016,11.0768,1022.01,5.5,38.8,82.7,53.51,8.873
"5032",22.33888889,0.91,7.1806,11.27,1021.57,5.2,31.2,82.5,18.74,6.583
"5033",21.64444444,0.92,12.4292,11.27,1021.44,5.4,33.8,80.2,164.76,8.061
"5034",21.17222222,0.91,13.3952,15.3111,1020.92,5.2,31.8,82,50,8.967
"5035",21.46111111,0.92,16.1322,11.27,1020.61,5.2,32.2,81.5,44,6.187
"5036",21.48888889,0.92,15.7941,11.27,1020.5,5.1,31.1,83.9,21,7.959
"5037",20.99444444,0.89,11.7047,11.0768,1020.75,5.2,32.3,79.7,42.6,6.5
"5038",20.88888889,0.9,10.9319,11.27,1021.1,5.4,31.2,77.3,143.31,7.493
"5039",20.41666667,0.9,10.948,15.8263,1021.8,5.4,31,76.8,29.26,10.746
"5040",19.06111111,0.92,7.0035,14.9569,1021.96,5.2,30.8,74.9,64.2,4.711
"5041",19.95555556,0.92,11.0607,15.8263,1022.09,4.2,18.8,74.4,27.99,7.646
"5042",22.13333333,0.81,14.1519,15.8263,1021.81,4.3,17.7,75.2,10.99,9.6
"5043",22.76111111,0.83,11.0285,14.9569,1023.59,4.3,19.4,76.1,52.47,9.846
"5046",27.7,0.65,14.007,14.9569,1021.89,4.3,16.9,75.9,59.71,12.858
"5047",28.86666667,0.54,16.9694,9.982,1022.41,4.4,18.6,75.4,56.56,10.233
"5049",29.96111111,0.53,15.2467,9.982,1023.08,4.5,16.2,74.4,74,20.142
"5050",30.04444444,0.54,14.6349,9.982,1023.39,4.7,15.3,74.4,46.12,23.808
"5051",30.04444444,0.51,13.0893,11.2056,1023.87,4.5,16.2,76,39,28.801
"5052",30.18888889,0.56,15.6814,11.0768,1024.43,4.6,16.5,74.4,135,11.813
"5053",29.00555556,0.58,14.7637,11.27,1024.81,4.5,17.6,75.5,36,7.164
"5054",27.89444444,0.58,16.0517,11.27,1025,4.8,16.3,73.9,497.83,6.278
"5056",23.95555556,0.78,14.2968,11.2056,1024.4,4.8,15.2,73.6,13,7.031
"5059",21.68888889,0.86,15.3916,11.2056,1023.59,4.8,14.7,69.7,81.22,7.009
"5061",21.15,0.88,8.5652,11.3988,1024.11,4.8,19.4,68.7,41,8.135
"5063",19.30555556,0.93,6.44,15.8263,1024.85,4.3,15.6,69,143.31,9.002
"5064",19.11666667,0.91,12.4614,14.9569,1024.78,4.4,16.5,70,34,8.733
"5066",23.71111111,0.74,11.0929,7.084,1024.28,4.5,15.5,68,21,9.129
"5067",25.91111111,0.68,2.6243,15.2628,1020.6,4.8,15.7,68.1,11.14,7.756
"5069",28.83888889,0.59,5.5384,15.8263,1023.39,4.8,16.9,67.5,78,9.249
"5070",30.1,0.55,11.1734,14.9569,1023.51,4.6,15.7,67.7,98.22,9.94
"5071",31.13333333,0.51,10.0303,11.2056,1023.68,4.5,15.8,67.7,17.35,7.541
"5072",31.15555556,0.54,12.5258,11.2056,1023.85,4.8,14.5,68.5,17.98,6.972
"5074",32.8,0.49,12.6385,9.982,1023.84,4.2,19.3,64.1,28.28,16.474
"5075",32.8,0.41,11.1734,10.0464,1023.75,4.2,15.9,62.2,14,19.683
"5076",32.41111111,0.46,12.075,11.3988,1023.76,4.1,19.2,62.6,127,12.89
"5077",31.22777778,0.54,10.8836,11.2056,1023.62,4.2,16.6,64.9,14,7.233
"5079",28.20555556,0.67,12.88,11.3988,1022.37,4.1,8.8,64.1,99.79,6.756
"5084",23.10555556,0.84,7.728,9.982,1020.62,4.3,17.9,61.7,17,10.415
"5086",20.97222222,0.97,3.2683,9.982,1020.8,4.2,15.4,62.2,26,16.374
"5087",20.46666667,0.96,3.2039,15.8263,1021.1,4.1,14.3,64,23.68,11.978
"5088",20.67222222,0.96,4.1055,15.3111,1021,4.1,14.5,62.8,6,4.567
"5089",22.08888889,0.99,10.4167,3.2039,1007.12,4.2,16.6,64.3,125,9.706
"5090",25.81666667,0.75,5.5867,3.8318,1007.2,4.1,14.3,64.7,29.96,16.993
"5091",27.63333333,0.72,6.4239,5.0393,1007.13,4.1,16.8,65.3,78.36,8.701
"5092",29.90555556,0.6,6.5849,5.0393,1007.09,4.3,14.4,66.1,38,7.9
"5093",32.08333333,0.53,5.3291,5.4257,1007.33,4.1,15.3,66.8,95.71,9.252
"5095",33.65,0.44,9.7244,9.7566,1007.96,4.2,14.5,59.7,80,7.623
"5096",33.86111111,0.41,9.1126,9.4346,1008.42,4.2,15.2,57,21,8.226
"5097",34.59444444,0.42,14.168,6.118,1008.74,4.1,14.7,57.4,62.2,7.951
"5099",32.89444444,0.49,13.6045,7.8729,1008.83,4.2,14.8,62.5,35.34,16.092
"5100",33.91111111,0.43,13.0249,8.1305,1008.92,5,16,61.9,30,14.742
"5101",33.83888889,0.44,16.0195,9.982,1008.64,4.1,14.1,68.2,33.9,13.591
"5102",26.57222222,0.58,20.7207,9.982,1008.81,4.2,14.4,67.8,10.99,14.544
"5103",25.58333333,0.69,20.4309,11.2056,1008.52,4.1,15,61.8,33,18.22
"5107",22.78888889,0.73,12.6546,9.982,1009.02,4.2,13.9,59.1,60.6,13.06
"5110",18.93888889,0.87,11.0768,9.982,1009.97,4.1,13.3,57.7,81,18.857
"5111",19.37777778,0.87,10.6582,9.982,1010.36,4.3,15.4,60,45.18,9.673
"5114",22.71111111,0.73,8.7745,3.6547,1000.91,4.3,14.2,52.4,50,12.485
"5115",25.92222222,0.59,17.4363,14.7315,1009.1,4.4,15.1,51.5,59.01,9.354
"5117",28.93333333,0.55,16.7601,14.0231,1008.62,4.2,14.4,51.3,20,8.383
"5118",30.91111111,0.45,17.2431,9.8049,1008.54,4.2,14.9,54.7,99,8.987
"5119",32.21666667,0.45,16.1055,11.0446,1008.33,4.3,14.6,57,30,10.152
"5120",32.82222222,0.41,8.4525,11.3183,1008.73,4.2,14.8,55.7,40,8.238
"5121",32.75555556,0.4,17.2914,11.2056,1008.85,4.1,14.8,54.5,21.06,6.677
"5123",32.77777778,0.37,11.6403,11.0285,1008.5,4.2,14.9,56.1,55.83,11.821
"5124",32.71666667,0.4,13.6528,11.27,1008.25,4.3,15.1,58.5,67.56,11.374
"5125",32.75555556,0.4,10.6421,11.27,1007.68,4.2,17,55.5,20.52,7.389
"5126",31.11111111,0.48,8.5813,11.4471,1006.98,4.2,15.6,55,68.4,8.138
"5128",26.64444444,0.71,4.8783,8.05,1005.39,4.7,13.7,58,244,10.823
"5130",24.49444444,0.75,7.7441,6.0697,1003.5,4.2,14.4,62.5,22.36,30.705
"5131",22.80555556,0.82,9.0482,5.8926,1002.54,4.1,14.1,62.9,17,13.609
"5132",21.18333333,0.9,9.6761,7.5348,1001.6,4.1,16,64.3,17.98,13.432
"5133",22.18333333,0.81,10.0303,7.728,1000.82,4.2,14,60.8,107.43,13.817
"5134",22.61666667,0.77,7.889,5.8926,1000.86,4.1,14.4,58.6,30.9,23.032
"5136",21.43333333,0.83,5.5062,5.9087,45.57,4.3,14.9,61.2,51,11.613
"5137",22.64444444,0.8,3.8801,1.9159,998.74,4.1,14.7,63.9,56,9.408
"5138",24.77222222,0.74,5.7638,7.4221,1005.74,4.1,14.7,63.9,192.65,10.774
"5140",28.72777778,0.55,14.1519,2.9785,998.76,4.1,14.5,64.2,38,14.767
"5142",30.76666667,0.46,12.7834,5.8926,45.06,4.8,12.8,61.1,21.06,9.599
"5143",31.04444444,0.46,15.8263,5.9248,998.98,4.4,15.8,59.2,28.54,9.802
"5145",32.03333333,0.39,17.2914,5.9731,1000.26,4.3,15.1,60.5,40,25.225
"5146",32.62222222,0.41,15.939,6.0214,1000.94,4.7,15.2,60.8,53.78,26.907
"5147",32.64444444,0.38,16.2771,6.6493,1001.62,4.3,14.2,59.4,59.01,35.518
"5149",27.42777778,0.56,13.4918,6.1105,1002.81,5.2,41.8,64.9,26,37.645
"5150",24.30555556,0.72,8.8228,11.4471,1002.93,5.4,53.4,66.2,17.98,37.452
"5151",23.25,0.77,9.2092,11.27,1002.9,5.2,41.9,68.5,148.78,29.399
"5153",21.92222222,0.75,10.8031,11.4471,1003.6,5.3,49.5,58.9,68.4,23.017
"5155",21.62222222,0.81,9.2253,11.27,1004.72,5.3,53.2,62.9,10.47,53.011
"5156",19.51666667,0.96,8.5491,11.0285,1005.28,5.1,35.5,58.7,30,43.58
"5157",19.57777778,0.95,3.6225,9.982,1006.11,4.9,49.1,60.9,33,50.368
"5158",19.42222222,0.96,3.0268,11.8979,1006.54,5.1,32.6,64,17.98,22.139
"5159",18.90555556,0.96,6.1341,8.2593,1007.19,5.1,49.1,70.3,41.91,11.89
"5161",20.92777778,0.93,3.542,7.9051,1007.04,5.3,30.9,59.7,32.8,18.097
"5162",21.01666667,0.93,36.2733,14.2163,1011.77,5.5,36.2,60.8,35,19.634
"5163",22.19444444,0.81,6.3112,7.1443,1006.65,5,41.5,64.6,38.97,10.253
"5170",27.03333333,0.65,20.6241,6.1105,1008.52,5.1,37.3,70.2,20.22,10.575
"5171",27.10555556,0.6,22.6688,9.3702,1009.01,5.4,33.5,69.4,40.63,15.154
"5172",25.35,0.62,28.3682,10.0464,1009.29,4.9,30.6,69.6,40,13.507
"5173",23.89444444,0.66,33.1016,11.27,1009.5,5,38.6,68.5,148,13.481
"5174",22.80555556,0.7,34.3735,11.0768,1009.37,4.9,43.3,69.8,62.2,14.145
"5177",21.43888889,0.72,34.4862,10.948,1009.9,5.1,33.3,76.5,28.28,10.258
"5179",19.79444444,0.79,29.5435,9.9015,1010.69,5.3,35.1,71.9,28.4,10.458
"5180",19.28333333,0.78,27.9496,9.9015,1011.4,5.3,36.2,74.7,76.81,13.164
"5182",17.71111111,0.81,28.98,15.8263,1012.51,5.2,33.7,70,52.16,10.949
"5183",17.71111111,0.81,39.3323,6.8425,1012.72,5.1,34.1,73.7,14,10.689
"5184",16.62222222,0.91,45.5308,11.9784,1012.71,5,42.4,71.2,74,11.9
"5185",17.2,0.87,42.6328,12.0428,1012.8,5.3,35.7,71.6,51,9.809
"5186",17.22222222,0.87,20.3504,8.2593,1017.14,5,34.3,74.3,64.32,10.042
"5187",17.54444444,0.86,39.4289,15.8746,1012.99,5.2,31.6,74.6,42.18,8.299
"5188",18.77222222,0.84,44.8868,14.9569,1012.93,4.8,33.4,74,1.82,8.946
"5189",19.86111111,0.84,39.3645,4.186,1013.24,5.4,36.2,73.8,106.94,8.477
"5190",21.75555556,0.75,42.4718,3.2844,1013.42,5.3,30,74.6,117.76,10.516
"5191",22.71111111,0.71,43.8564,1.3685,1013.71,4.9,34.6,76.9,125,11.406
"5192",22.87222222,0.66,37.4808,1.4651,1014.15,5,34.3,77,13,12.966
"5193",23.83333333,0.64,38.0765,0.3542,1014.71,5.1,27.6,76.3,135,13.148
"5194",24.92777778,0.62,36.6275,0.3542,1015,4.9,34.1,76.1,34.07,11.207
"5195",22.93333333,0.65,34.6633,0.9821,1015.45,5,29.9,76.1,96.9,10.99
"5196",24.73888889,0.59,37.9316,0.6601,1015.48,4.9,33.6,78.1,78,10.086
"5197",24.02777778,0.61,34.7921,0.644,1015.57,5.2,32.3,79.8,40,15.667
"5202",17.92222222,0.91,25.3897,2.8175,1016.24,5.3,33,74.5,72.75,10.318
"5203",16.62777778,0.96,22.2663,3.8962,1016.73,5,31,76.4,19.18,9.351
"5204",16.02222222,0.99,22.3951,4.7012,1017.09,5.2,30.3,77.7,23.68,10.786
"5205",16.57222222,0.9,25.438,6.3434,1017.34,5.3,32.8,79.8,497.83,13.486
"5206",14.96111111,0.96,25.1965,6.3434,1017.55,5,31.9,80.8,143.31,16.405
"5207",14.38333333,1,29.0283,5.8765,1017.82,5.3,35.2,83.1,44,18.608
"5208",14.2,0.99,25.2609,8.05,1017.93,5.1,32.6,81.8,17.6,15.018
"5209",16.07222222,0.93,20.6241,8.05,1018.11,4.8,29.1,80.6,39.86,8.726
"5210",19.8,0.78,11.27,6.3434,1020.06,4.8,29.7,82.8,40,8.875
"5211",21.95,0.64,20.5919,9.7566,1018.04,5,37.6,82.8,55.3,11.146
"5212",22.82777778,0.57,19.2234,9.7566,1018.02,5.1,29.8,75,6,13.924
"5213",23.91111111,0.54,22.4112,9.7888,1017.77,5.3,35.2,-99,32.88,16.094
"5214",25.90555556,0.49,17.0499,4.0733,1018.02,4.9,28.1,75.9,30,11.018
"5215",27.19444444,0.44,20.2055,4.5241,1018.01,4.8,32.3,81.2,57.46,16.755
"5216",27.17222222,0.41,15.3433,4.8944,1018.43,4.9,32.9,83,81.22,20.419
"5217",27.25,0.4,17.2914,6.118,1018.6,4.9,35,84.3,27.99,26.011
"5219",27.82222222,0.45,14.3612,6.4078,1019.04,5.1,30,87.4,19,26.282
"5220",27.9,0.39,15.6492,6.118,1019.19,4.9,32.3,87.4,38,27.305
"5222",27.24444444,0.41,14.8925,9.9015,1018.82,5.2,31.3,88.9,43,17.235
"5223",24.35,0.59,15.8585,4.669,1018.78,5.1,31.8,93.3,81,22.281
"5224",21.15555556,0.72,12.8478,4.5885,1018.96,5.3,33,91.4,21,22.023
"5226",18.02777778,0.87,14.007,4.5885,1019.16,5,32.5,88.5,88.37,10.207
"5227",15.46666667,0.96,14.168,4.1216,1019.46,5.2,32.2,87.2,24,9.113
"5228",14.86111111,0.96,13.2986,4.991,1020.04,5.1,28.4,85.1,193.4,8.22
"5229",13.85555556,0.99,12.6868,6.118,1020.05,4.8,31,83.9,245.1,11.091
"5230",13.21666667,1,11.1734,6.0697,1020.37,4.8,33.3,85.4,54.4,21.235
"5233",14.77222222,1,10.8353,6.118,1020.39,5.2,26.3,92.4,81,25.233
"5234",17.04444444,0.94,3.864,4.5563,1021.59,4.9,34.1,92.5,23.68,30.769
"5235",17.75,0.9,6.2468,6.118,1020.46,5.3,32.1,94.1,106.94,28.699
"5236",18.88888889,0.78,6.3112,6.118,1020.25,5.2,34.6,93,19.76,30.026
"5237",22.12777778,0.59,9.6439,6.3434,1020.22,5.4,32.8,90,45.99,34.162
"5239",22.82222222,0.57,9.1609,6.0697,1019.97,4.9,31.7,85.8,55.83,24.663
